"Lineage"	"Alt_d1_Ctrl_10T"	"Alt_d1_Ctrl_15T"	"Alt_d1_Ctrl_3T"	"Alt_d1_Ctrl_5T"	"Alt_d1_Ctrl_9T"	"Alt_d1_FW_11T"	"Alt_d1_FW_14T"	"Alt_d1_FW_1T"	"Alt_d1_FW_4T"	"Alt_d1_FW_7T"	"Alt_d1_SAL_12T"	"Alt_d1_SAL_13T"	"Alt_d1_SAL_2T"	"Alt_d1_SAL_6T"	"Alt_d1_SAL_8T"	"Alt_d2_Ctrl_10M"	"Alt_d2_Ctrl_15M"	"Alt_d2_Ctrl_3M"	"Alt_d2_Ctrl_5M"	"Alt_d2_Ctrl_9M"	"Alt_d2_FW_11M"	"Alt_d2_FW_14M"	"Alt_d2_FW_1M"	"Alt_d2_FW_4M"	"Alt_d2_FW_7M"	"Alt_d2_SAL_12M"	"Alt_d2_SAL_13M"	"Alt_d2_SAL_2M"	"Alt_d2_SAL_6M"	"Alt_d2_SAL_8M"	"TL_d1_field_Core_10"	"TL_d1_field_Core_19"	"TL_d1_field_Core_36"	"TL_d1_field_Core_43"	"TL_d1_field_Core_46"	"TL_d2_field_Core_10"	"TL_d2_field_Core_19"	"TL_d2_field_Core_36"	"TL_d2_field_Core_43"	"TL_d2_field_Core_46"	"TL_inc_d1_ASW_3"	"TL_inc_d1_ASW_4"	"TL_inc_d1_ASW_5"	"TL_inc_d1_ASW_noS_1"	"TL_inc_d1_ASW_noS_2"	"TL_inc_d1_ASW_noS_3"	"TL_inc_d1_ASW_noS_4"	"TL_inc_d1_ASW_noS_5"	"TL_inc_d1_DI_ctrl_2"	"TL_inc_d1_DI_ctrl_3"	"TL_inc_d1_DI_ctrl_4"	"TL_inc_d1_DI_ctrl_5"	"TL_inc_d1_SO4_3"	"TL_inc_d1_SO4_4"	"TL_inc_d1_SO4_5A"	"TL_inc_d1_SO4_5B"	"TL_inc_d2_ASW_1"	"TL_inc_d2_ASW_3"	"TL_inc_d2_ASW_4"	"TL_inc_d2_ASW_5"	"TL_inc_d2_ASW_noS_2"	"TL_inc_d2_ASW_noS_3"	"TL_inc_d2_ASW_noS_4"	"TL_inc_d2_ASW_noS_5"	"TL_inc_d2_DI_ctrl_1"	"TL_inc_d2_DI_ctrl_3"	"TL_inc_d2_DI_ctrl_4"	"TL_inc_d2_DI_ctrl_5"	"TL_inc_d2_SO4_2"	"TL_inc_d2_SO4_3"	"TL_inc_d2_SO4_4"	"TL_inc_d2_SO4_5A"	"TL_inc_d2_SO4_5B"	"TL_nw_d1_ASW_noS_BF3"	"TL_nw_d1_ASW_noS_BF4"	"TL_nw_d1_ASW_noS_BF5"	"TL_nw_d1_DI_ctrl_AF1"	"TL_nw_d1_DI_ctrl_AF3"	"TL_nw_d1_DI_ctrl_AF4"	"d1_Sal_0_2"	"d1_Stw_0_2"	"d1_Stw_0_2_NW"	"d2_Sal_0_2"	"d2_Stw_0_2"	"d2_Stw_0_2_NW"
"k__Archaea;p__Euryarchaeota"	766	260	2839	564	733	769	626	336	334	1420	1894	1663	503	1574	1213	3970	877	4265	3551	6171	8878	8238	6053	3579	4059	4424	5652	1146	6523	7956	559	681	144	863	755	122	94	202	121	77	8924	141	352	153	336	375	131	136	384	113	21	126	180	59	88	1271	2440	1264	262	1625	5644	571	3245	6362	355	1147	427	140	671	690	1983	1338	167	404	350	236	196	336	187	2718	5866	9557	3032	10101	12469	2129.72941176471
"k__Bacteria;p__Chlorobi"	1050	613	3217	1271	1398	2839	2521	1317	1046	6538	7845	12823	5670	9742	5566	2968	1392	3436	1952	1970	2175	1569	2637	1979	2684	2333	6204	5084	2793	3443	819	548	1450	568	762	761	387	711	676	404	89	179	406	1566	671	795	677	624	790	585	650	499	479	874	601	89	366	69	204	1669	4449	36	191	77	134	226	97	175	169	131	134	57	608	844	937	751	595	670	517	5901	530	607	6176	247	285	1759.84705882353
"k__Bacteria;p__Gemmatimonadetes"	1636	1424	2081	2020	1500	1506	1371	2094	1610	449	1059	1276	2580	1567	1584	1746	1269	1979	1917	702	321	276	622	627	991	1478	1786	1549	632	1351	3024	2741	2882	2845	3624	4268	3952	3428	3749	3493	1433	1355	843	1529	747	4782	5701	5419	2034	1365	1260	1381	1409	991	1693	892	932	1767	1469	2063	1347	296	1530	2155	633	309	356	1293	904	719	421	557	1388	4104	6188	5452	1143	1734	1328	735	633	526	743	255	242	1753.70588235294
"k__Bacteria;Other"	1417	1199	4108	1909	1737	2283	1748	1627	1789	1659	3138	2303	3232	2173	2263	3915	2121	3937	2752	4051	4911	4355	3275	2853	3446	2575	4211	3064	3630	3633	1130	1494	1365	921	1129	1806	1274	1480	1535	1255	711	297	407	2201	602	1014	878	788	760	683	646	701	892	815	1260	327	480	798	311	1652	1071	979	654	306	392	494	324	390	420	279	527	365	700	1050	1141	938	616	876	728	2008	916	1337	2049	1555	1559	1607.05882352941
"k__Bacteria;p__Spirochaetes"	622	231	2620	784	726	634	300	246	248	596	2090	1618	1238	2148	1576	2001	1227	2563	1806	3248	4265	3546	2784	2068	2562	2724	3229	1355	2698	6518	536	286	533	464	591	617	525	392	658	592	1591	59	834	488	620	502	1840	1677	1171	1787	289	374	551	1678	1376	343	808	7553	70	4708	5620	170	7955	56	176	711	147	223	400	177	286	322	1183	470	1800	1700	453	2070	395	1755	1189	1532	1547	894	920	1458.05882352941
"k__Bacteria;p__Chlamydiae"	1989	1723	2286	2278	2110	2926	2007	2002	1229	1969	1325	1409	1404	1261	684	3039	1379	2565	2460	2147	897	579	1155	1250	1713	1799	1330	1233	1090	1321	1872	1974	2818	2057	2255	2221	1583	2268	2626	2078	506	174	236	221	178	325	381	344	406	483	498	378	424	669	415	501	431	831	203	676	519	161	304	1763	474	1649	648	526	936	609	1117	460	449	279	502	451	677	971	1056	203	303	379	290	373	445	1131
"k__Bacteria;p__TM6"	557	523	862	755	769	848	973	866	604	1059	689	1015	766	959	387	940	516	813	853	704	657	612	489	536	907	844	667	660	758	618	1696	1461	1782	1432	1605	1530	1512	1556	1465	1287	1000	566	96	412	343	543	872	879	513	483	743	549	267	878	520	410	641	415	432	203	962	694	404	1258	448	1253	416	409	532	503	809	386	432	670	1170	1191	641	774	974	356	215	367	487	746	861	767.705882352941
"k__Bacteria;p__WS3"	1173	1459	1921	1625	1580	1401	966	687	446	171	1584	2420	2170	945	1043	1105	1078	1651	1278	1118	1570	1193	1004	619	794	765	1153	1603	1370	776	1429	1833	1892	1217	1623	1876	1856	2318	1956	1324	56	10	5	14	17	22	159	133	8	360	293	204	179	135	300	2	20	1	10	2	0	1	7	1	8	12	5	15	1	1	4	0	143	10	142	115	181	315	154	877	918	892	709	872	903	731.858823529412
"k__Bacteria;p__Cyanobacteria"	5866	2071	622	1602	1450	941	2413	807	1861	821	3111	1494	358	680	1823	391	278	700	224	165	115	122	164	163	143	179	881	2066	635	475	1702	1737	938	1479	1899	342	389	522	563	377	354	640	41	79	120	111	193	174	139	299	242	281	439	286	229	29	86	64	558	24	17	51	61	14	37	25	41	59	69	47	26	39	264	115	268	279	287	380	328	2657	749	1073	617	126	108	643.458823529412
"k__Bacteria;p__OP3"	411	237	2822	614	711	433	109	157	146	259	325	280	231	353	577	2688	1565	2237	1554	3178	3750	2369	1687	1495	1897	202	709	199	624	586	299	293	585	205	348	533	458	853	767	375	18	3	1	6	4	1	17	6	31	292	70	79	36	99	111	10	9	31	0	0	4	16	9	2	51	18	30	38	93	25	16	3	69	0	16	11	136	302	86	3832	1270	1217	3979	1992	1840	623.529411764706
"k__Bacteria;p__Elusimicrobia"	464	449	1029	533	596	358	270	231	185	314	179	175	101	78	262	964	880	966	732	884	550	446	318	381	402	67	307	111	78	170	1146	1106	1461	806	1603	1658	1632	2511	2364	2200	113	65	15	73	42	31	319	277	170	620	564	575	450	865	1023	140	87	14	55	25	25	71	47	21	228	157	437	505	270	242	134	66	986	16	367	343	721	884	684	989	297	268	568	184	203	508.270588235294
"k__Bacteria;p__Armatimonadetes"	493	544	487	502	597	1131	1534	1461	1270	886	302	539	498	384	360	302	239	481	266	316	509	358	335	222	336	488	363	378	492	441	524	444	1446	615	631	494	344	597	551	376	621	195	138	315	384	470	879	938	502	466	238	312	474	550	519	147	179	175	317	256	575	165	262	154	82	125	72	136	111	142	81	79	558	379	1196	1109	325	676	328	177	29	44	216	29	37	443.505882352941
"k__Bacteria;p__OP8"	154	120	813	192	305	210	27	92	127	175	276	304	199	554	431	608	115	774	702	2221	3096	1682	1577	1263	1886	1809	1401	450	4433	1669	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	2	0	5	0	549	862	1098	392	927	905	381.352941176471
"k__Bacteria;p__WPS-2"	47	59	25	61	72	113	157	94	88	194	127	198	100	45	56	18	22	21	12	7	6	3	6	5	5	10	105	90	6	10	273	210	195	228	213	213	326	307	271	177	577	769	186	660	317	1029	992	846	1166	634	932	987	1298	1041	630	664	594	848	867	629	390	118	500	1363	290	203	221	340	482	360	496	607	1022	687	1254	1071	760	988	1391	7	0	1	3	2	0	381.141176470588
"k__Bacteria;p__GN04"	414	247	961	359	581	284	50	156	140	190	726	390	433	875	610	796	386	1219	787	1273	1262	743	1007	688	1062	582	468	629	1339	772	138	100	68	132	180	258	90	41	125	197	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	3	3	0	0	0	278	346	408	378	309	308	268.2
"k__Bacteria;p__NC10"	625	140	946	454	587	798	655	170	194	598	198	436	1346	1332	833	865	419	756	600	886	1004	677	718	634	800	957	1102	773	821	701	51	45	58	97	68	25	27	67	23	16	0	0	0	1	0	0	1	0	0	2	1	0	1	1	3	16	0	1	0	7	0	0	0	3	9	122	5	1	11	8	24	1	3	0	1	0	1	3	3	261	2	3	160	7	4	260.8
"k__Bacteria;p__TG3"	196	80	805	205	198	99	99	83	84	212	438	607	374	271	608	922	392	687	481	892	1221	1122	496	379	615	640	1006	330	432	2865	43	46	79	42	68	39	35	91	54	24	2	152	14	19	148	202	18	11	129	300	123	36	82	108	102	4	11	2	213	1	2	45	5	1	19	17	2	3	27	9	2	1	193	240	14	17	89	403	207	329	181	246	220	163	174	254.658823529412
"k__Bacteria;p__BacteriaKI"	57	23	156	76	62	112	59	19	18	52	94	162	116	126	172	103	75	149	85	62	55	52	86	69	93	172	192	98	92	116	8	7	6	11	13	15	12	7	6	18	33	7	0	1559	506	474	3214	3056	47	3	0	1	34	67	75	2	1	2	7	0	213	10	46	0	3	1	1	3	9	6	11	7	47	456	3478	3168	7	9	3	11	4	3	8	2	0	229.411764705882
"k__Bacteria;p__OP11"	311	253	720	220	481	750	486	251	172	469	828	1964	437	597	684	535	329	458	321	895	701	760	470	440	770	280	726	361	460	281	109	87	111	82	135	187	151	125	158	116	17	0	9	0	2	1	5	5	2	15	0	3	3	3	11	0	0	4	3	111	0	2	0	0	2	10	1	1	1	5	0	1	15	3	12	12	5	34	8	274	58	223	246	133	165	224.423529411765
"k__Bacteria;p__GAL15"	0	0	3	0	0	9	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	6	0	0	0	3	0	1	3	0	211	71	47	177	203	222	310	276	334	381	98	61	57	68	106	290	626	616	432	295	188	256	336	262	541	498	182	244	69	244	245	41	271	735	240	445	174	106	262	335	524	416	537	179	628	572	178	256	148	0	0	0	0	0	0	165
"k__Bacteria;p__ABY1_OD1"	101	108	320	201	171	255	154	236	85	582	694	485	540	502	330	276	152	377	232	405	253	290	216	234	338	321	575	447	335	745	54	56	35	28	78	131	77	41	109	128	14	2	0	15	13	7	279	231	1	41	3	8	8	22	17	16	5	0	2	4	1	1	10	0	0	3	0	2	10	5	1	7	70	13	295	246	9	51	3	114	101	672	136	101	314	159.411764705882
"k__Bacteria;p__AD3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	299	410	209	185	331	495	745	469	324	356	274	49	61	103	59	223	730	763	290	162	92	116	128	126	256	117	279	252	56	277	1355	146	165	174	31	116	17	32	91	88	85	45	243	139	595	623	83	200	142	0	0	1	0	0	0	148.341176470588
"k__Bacteria;p__BRC1"	159	112	284	213	157	115	81	151	90	107	225	157	158	214	448	204	96	213	170	147	210	114	121	106	131	86	169	149	111	311	183	219	217	150	205	400	312	413	526	343	141	88	34	218	124	166	256	194	37	128	168	229	170	52	30	27	19	10	80	57	72	14	34	9	64	26	57	117	39	49	31	24	44	130	222	190	204	132	244	55	25	39	97	32	33	143.388235294118
"k__Bacteria;p__ZB2"	140	192	317	245	128	207	151	319	176	165	162	223	132	193	125	277	276	267	283	133	66	75	70	94	151	120	263	112	72	118	248	202	299	147	175	446	248	329	301	230	85	1	16	47	26	20	143	107	87	159	53	96	118	372	140	13	17	81	6	36	635	7	37	7	19	6	12	44	38	31	16	20	188	28	154	129	77	247	81	53	38	99	40	22	50	136.211764705882
"k__Bacteria;p__GN02"	85	220	239	174	112	76	38	44	52	41	713	553	215	1475	1133	196	63	219	122	346	319	239	204	121	90	253	644	236	292	312	16	21	99	32	37	29	13	104	47	15	0	0	0	0	1	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	3	1	1	0	2	0	5	0	2	6	0	176	114	223	233	252	420	125.741176470588
"k__Bacteria;p__GOUTA4"	76	62	303	128	139	34	15	27	59	41	277	316	692	358	672	215	125	321	277	358	603	391	482	290	341	305	433	335	460	401	29	29	64	47	73	29	17	45	49	24	4	1	2	0	0	1	5	5	0	46	15	1	5	31	56	3	4	1	0	0	0	2	0	0	7	0	3	2	8	0	1	1	23	1	8	5	4	49	5	20	12	14	21	28	41	110.317647058824
"k__Bacteria;p__AC1"	19	20	211	30	68	47	9	21	31	51	73	103	89	210	195	204	70	194	148	864	945	677	760	511	572	206	227	87	448	154	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	322	232	383	338	306	329	107.752941176471
"k__Bacteria;p__SC4"	24	30	36	19	47	49	31	34	47	52	39	32	25	73	36	35	15	47	30	42	88	62	43	17	38	77	82	36	89	45	33	31	13	23	29	19	35	33	14	12	1077	222	92	286	364	130	408	385	209	90	59	61	120	141	119	43	196	191	221	114	57	116	266	18	41	24	11	11	76	39	15	36	152	132	583	464	34	154	83	4	3	6	8	3	7	99.2117647058824
"k__Bacteria;p__Tenericutes"	95	33	53	49	85	33	19	139	64	18	16	20	123	75	24	40	20	50	35	30	27	10	21	12	32	29	54	70	25	41	131	74	98	123	100	62	42	82	72	51	28	20	4	5	18	93	32	23	7	13	10	6	6	6	8	2	5	5	17	18	3	79	2	4	1	13	5	0	1	0	2	0	17	133	26	36	19	21	23	88	1560	2305	23	624	809	97.6117647058824
"k__Bacteria;p__Thermotogae"	27	19	278	44	60	112	23	26	33	31	39	62	437	137	228	292	169	252	131	205	198	232	194	179	231	425	602	207	270	872	18	21	28	22	40	62	34	42	35	41	41	1	5	0	0	0	55	65	6	28	7	2	0	11	55	11	63	117	1	12	52	1	19	8	19	39	12	6	14	15	15	5	4	1	70	63	0	29	3	367	56	39	512	24	35	97.0117647058824
"k__Bacteria;p__SPAM"	158	278	463	400	268	395	398	190	60	143	36	83	282	68	44	240	391	309	348	119	130	119	80	73	117	121	93	188	72	40	187	143	71	117	161	447	258	210	232	275	8	0	0	0	2	1	16	15	0	6	1	0	2	7	3	2	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	9	0	10	21	1	10	4	81	29	9	43	6	11	95.4235294117647
"k__Bacteria;p__WS6"	51	61	211	104	64	84	45	56	31	117	65	64	85	96	60	259	181	194	216	224	239	169	178	208	291	193	102	94	135	53	88	84	89	60	107	212	147	145	168	141	24	3	3	20	22	29	26	20	55	47	18	22	33	131	30	6	3	7	1	6	8	6	13	2	6	76	11	29	17	37	26	7	88	21	48	24	27	93	49	37	93	145	38	105	183	80.7764705882353
"k__Bacteria;p__CCM11b"	49	44	194	78	53	47	15	50	33	35	45	29	35	140	87	209	66	211	109	414	284	282	179	159	175	85	70	35	163	463	61	76	56	39	52	33	52	48	32	24	31	17	6	43	49	35	53	41	86	83	34	26	26	117	65	11	61	70	14	17	59	14	39	80	43	16	22	54	49	18	40	32	63	41	76	64	72	135	66	125	32	28	218	136	92	80.1176470588235
"k__Bacteria;p__HDBW-WB69"	15	19	217	40	18	21	3	11	10	14	15	16	13	106	72	215	75	186	237	826	670	711	311	333	378	27	55	33	186	48	2	3	2	0	5	8	1	13	3	1	0	0	0	0	0	0	0	0	0	3	0	7	0	15	2	5	0	1	0	0	0	0	2	0	2	8	1	0	1	0	0	0	4	0	0	0	3	2	0	78	156	156	109	375	302	72.3647058823529
"k__Bacteria;p__LCP-89"	13	7	157	13	29	14	0	12	15	30	61	69	15	373	118	186	14	172	61	315	408	281	204	90	209	330	258	69	476	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	107	132	186	167	326	317	68.7411764705882
"k__Archaea;Other"	52	32	207	66	91	15	7	9	7	4	132	63	18	18	75	180	151	202	110	184	246	213	77	66	64	25	79	34	45	69	0	4	9	1	6	9	3	9	3	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	5	1	0	2	1	0	0	0	0	1	0	1	0	0	194	511	873	105	461	545	62.3529411764706
"k__Archaea;p__ArchaeaKI"	23	46	204	46	94	21	4	4	20	18	4	1	3	11	10	153	152	155	85	69	64	96	38	48	31	3	25	2	18	17	1	8	15	4	4	8	7	17	14	1	0	0	0	1	0	0	1	5	5	10	16	35	18	3	0	0	0	1	1	0	0	0	2	0	2	0	0	4	1	0	1	0	1	0	1	1	11	6	15	209	698	1207	230	419	606	59.4588235294118
"k__Bacteria;p__49S1_2B"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99	26	15	20	205	319	98	141	605	360	3	0	1	16	7	6	4	2	15	138	38	854	90	117	5	35	20	31	1	0	4	2	12	72	27	39	39	194	95	120	39	10	248	2	2	3	443	190	36	0	0	0	1	0	1	57.0823529411765
"k__Bacteria;p__NKB19"	35	51	128	63	38	108	51	48	47	69	528	174	170	219	160	77	47	83	66	127	167	114	100	60	58	138	165	171	232	142	17	17	37	23	21	22	11	17	22	10	0	0	1	2	4	7	6	5	2	12	16	8	4	17	7	3	0	0	5	1	0	0	1	0	8	0	0	3	4	2	2	4	12	9	9	3	7	9	3	101	32	53	110	24	33	51.3176470588235
"k__Bacteria;p__Caldithrix"	0	0	0	0	1	0	0	0	0	0	110	66	27	78	25	0	0	1	0	0	10	12	3	1	0	35	24	6	20	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	520	505	525	1136	507	497	48.8117647058824
